,0,1,2,3,4,5,6,7
0,63.01170221055535,62.00846976469888,57.6809345871213,61.264735042814635,73.55577379165722,49.85604994184462,49.05282591751977,57.21804175762648
1,54.0975061929824,52.704251890700554,57.26476846832441,67.32990266785282,62.85915846774042,59.369899369531986,64.72790588432504,60.62794259743893
2,62.16934385340203,57.79079472244674,56.490064792706484,51.33708588423356,58.362100938245426,64.54012723214038,73.10964234342887,58.18615791699349
3,70.21197507839787,57.623146022244875,59.28364044588387,52.123451195041135,69.07039496538246,50.30025304862564,57.01068906114476,58.48680837647329
4,45.43538385192042,72.32466505857832,60.79194667635197,58.64688940032856,58.227561254717024,58.672827111774076,56.65958877384719,67.43323622685267
5,57.16725118797906,54.01365675369144,66.17872246271136,74.28000899258306,57.39701353864176,55.491490653635786,41.59933486773699,59.397579337623505
6,58.9854259032105,53.330095743859644,60.18749701749973,53.03988265560992,57.94791399319917,62.926052106475524,60.84723769528295,68.95468314047548
7,68.91292303180344,74.959829798982,60.92839195245334,47.67822563564951,52.706636770435246,47.500180970123836,67.75092228094995,49.568582572113385
8,62.71358938909784,66.49488829724405,61.46619605851782,61.54172567340593,55.36228172964277,57.19027060418209,51.779631406444004,59.016926253785
9,63.388818211957506,68.80948888068707,54.28190407596051,52.86951680747261,59.96776866929261,62.69472346856554,44.526933862613824,63.585450779987
10,43.75626402392572,50.81085586900199,62.85432902918711,52.68334177071186,71.39729038712669,67.12686253480688,59.999586758861454,67.28324603767926
11,68.53055145649303,66.94960469115767,59.848885154097985,60.68420704518074,52.08271399758198,56.06279721232468,57.672201286502975,55.56768833223276
12,61.42268019709555,60.53573593606097,62.86458323323824,54.91542655080923,59.025044393456646,68.08395868353169,54.294086710985404,55.99170903875114
13,45.402183921845385,65.02030349805946,66.28984161152356,64.88066759298526,64.43781705154544,47.18055747979276,58.65965424963836,60.85845150770759
14,69.74276260629136,58.12770219632122,49.7058487927028,46.21998283006426,65.23075368314667,52.133067287403,67.55514465013712,61.17492289312518
15,59.05873170742044,62.604062250363896,59.05445330460294,49.310156129973734,61.728429394427366,65.22477093724683,52.245636814045156,69.80764302992299
16,56.457591789149866,67.5924512167229,58.83562375357819,52.06721514145741,60.63241477491573,53.461339931887125,55.83292415130269,69.94775355565871
17,63.45836246216344,59.19896864616403,53.98042494183548,57.37346818834698,57.91757014709487,64.10960974943129,59.16450045850353,63.92615815950768
18,67.29456135537271,58.30226264487855,55.69755979155498,54.16103319910722,62.23604646857736,64.68909131087638,58.04598641953214,55.5044528513977
19,66.5291342273939,51.51470777539541,63.34363440584298,59.05119883414656,64.97202547103875,48.29795156790785,71.23413431004663,44.69323208767274
20,52.65149094507557,59.35190621791745,42.33079612870937,69.81084294518593,62.73378365588828,63.08429868179326,63.34789705847355,60.73665602595175
21,62.58651264283326,55.95263542569773,63.53568639698425,49.00897263525595,54.91278960083403,54.236906707626126,79.37921014287069,58.09183391825611
22,57.05649884533334,56.09730782022976,65.02148349882869,62.36428276278219,57.31192417868379,47.63364894237263,76.0270433859889,50.53151116213317
23,72.31118375091691,59.9079022733529,56.282201987827726,51.470079203641475,52.64151863347686,60.13587028380395,60.30631750129589,60.638779072914495
24,63.102004158105764,63.204871427076036,41.7629927928711,63.80885969783022,66.85199225648296,59.433964570078714,66.75789755316896,61.53973367323747
25,61.30231734974491,60.34420347504867,41.600348994300944,57.58405526948095,64.87808935698105,65.85253424041368,70.98127117351353,60.819644057161625
26,60.5623013940944,53.0241837042935,62.03828114989854,56.72714670786554,57.23089635045946,63.25133954539715,65.82763217702518,57.67615417633985
27,57.44248075403365,51.82343860485879,57.19724500831327,60.13627095916012,65.0468884632208,61.909186515573296,61.21025763102682,60.645883816675195
28,65.19872701478025,65.65523625772953,54.68011192023026,67.54980603132404,44.556811440572154,55.009874816994866,57.72062269685703,65.26973900282968
29,53.53176915001498,74.9083887727157,52.772391846199135,54.26311495227665,62.868095456938505,57.0968697266638,61.70481119944108,57.81050638453261
30,62.64254294941795,56.43116447203707,60.14533110658925,55.29833400745562,57.69471743177858,68.10883936896202,65.06478937133957,53.07189073234437
31,64.64946917484926,56.317633197611435,68.0690070668372,56.8500720683609,60.013253757522314,63.63729002744488,52.51964620871911,54.430559442999616
32,58.07926933401426,61.30881412124057,61.94183751007776,53.684715741844556,56.1728471667922,62.05881269124004,55.07576268007342,68.05304179405015
33,51.00711358558499,52.45698884526504,63.926432188238444,77.25029364034418,60.85973337078491,49.86460560747268,62.53286314146069,54.13187837139961
34,50.46606936173523,67.25188080245671,56.097803795636956,67.35065115041473,54.74248773922244,63.33406692522335,49.26575814086725,63.26931074668315
35,63.51724298880515,58.747626520597244,72.40458114027344,57.667812853813594,47.06313725063098,51.025190116864295,63.07318669852582,61.971364208622376
36,45.898028954891295,59.811080441587634,69.7576881932877,67.8364093060897,48.34197921974539,53.57213159214632,60.5904451887153,69.00071687876024
37,65.23312418667433,65.28222172265306,59.90621254804763,54.296832851383705,61.99458156987729,65.44163408915176,52.861050886295935,56.371553745369525
38,50.979476227784495,51.47086475684396,58.085374152262624,48.320626780950505,62.41754088130434,67.00786922340328,55.36713487326576,73.38327410667526
39,62.536717029381116,65.84699098105213,56.21460974749255,52.40808818078345,67.99462348252159,53.30129087166149,63.33332453677032,58.23456266966499
40,53.083326711588114,69.29674244234995,65.36277307424383,51.44888673161515,68.82779113373145,59.966572971526816,56.0795046913663,55.609862851432744
41,49.14431210163489,59.56920227596304,56.02820397424128,50.343892133417526,60.885500675391356,49.72294506217007,73.48370933386799,72.42100059571048
42,65.41071949455711,53.9872505445449,59.83172089811193,62.26720478277719,60.58188533318853,57.908034565698316,60.90232211495591,50.71322880613383
43,63.89743252978973,43.01993835185349,60.07203695886664,59.55635228492822,67.02168843029207,55.544727574651155,65.48402062589872,58.78110430912419
44,53.62924066301485,66.23204803077553,66.64154996260157,50.99230714634964,62.6044202080508,60.65386103239934,60.99366949153028,54.03033284899186
45,58.00661036925563,44.94006492043374,64.56933620179701,62.34465755934361,64.81670877556712,60.56265609194656,56.52603711726493,62.26424898789768
46,56.07781303165023,59.05866186846162,64.17915965455941,55.620706698484184,59.511400993348225,53.922730608158766,43.78576819550383,78.22035369727288
47,49.66545693566686,51.625310198543445,62.770609133539864,70.75523990997434,60.01872137979428,62.39762635852808,57.06325911299786,63.561940799576014
48,55.406048651422594,59.99850349097277,44.69394054943668,60.38613155741809,59.0593691673667,55.13920414601868,79.9458869714095,62.42398414142506
49,57.894119709702366,65.6557737713449,60.36919615770668,66.23120766533123,68.49183804325347,68.18009199058163,50.60571017470853,46.19364390329794
50,62.795608795423576,60.89638714872487,69.39967268571945,37.58256040306652,49.6193732479701,61.1749399543859,65.5526453207073,68.42265769033435
51,58.969228031635645,64.05107132627306,43.02727837351483,55.60182252089302,68.85335996111219,59.1269070840173,65.11684098354155,64.58204036823925
52,47.26168933776417,74.07552694537567,60.4551248857634,70.26709875694534,47.496599720556944,64.23714152430483,59.95422729536887,52.237654593879064
53,50.27315065515108,57.716150530632696,78.27347646316903,55.05158330001799,55.72902512670678,50.41362286229816,66.39584347698487,56.06925659604653
54,54.65483677251744,45.824691121919244,55.85830352555297,57.06736558905826,64.35370362124597,75.12797534163053,69.3596614074031,53.48464747862824
55,63.74488068174851,41.4357328954758,60.74102996911734,55.43398464038183,65.9791368935295,66.14872913671934,68.00980147096988,53.20224428136753
56,53.13258589886947,57.82840363279559,52.27569410905297,49.25532180182694,80.37888165367053,69.19968497152978,56.53904509747172,56.4867036447404
57,65.1542793929995,43.23617823892608,60.68952629244535,56.010990224642015,62.72609239690069,75.34277608023855,57.751639391604115,52.28513723385003
58,53.67838003455988,63.46812753593818,61.38862211707081,51.84341437104126,51.8245080410029,70.58299749528484,55.685516418865404,75.46109745892912
59,65.29186882180777,68.1119196991666,51.13930969652358,62.05568963767601,50.425604085441286,63.30139952101895,67.37495589825961,45.79303834057116
60,68.07355665531234,61.99168182737226,59.40871099836515,55.26302325997085,53.52318804158253,52.50394085163335,60.736295542535174,61.996685931151376
61,54.95081644419174,57.14561707413181,55.25176885068375,63.72587215695012,58.07746230955138,56.49501367278755,60.78969208190489,72.01905968728367
62,61.25253630342348,49.27916669354339,66.84828216969477,63.478865224286416,58.237801545006576,63.28078177661358,55.874929561329765,55.79781056149531
63,70.91666040948685,39.81634053572428,56.81646034646592,62.92439489660566,70.49248939812901,58.073979745275636,53.0982316788217,65.96397321337163
64,48.80163053973583,56.8437292595295,53.61946046956259,61.86607565750508,60.54619479464501,62.1198439385641,67.48604087968683,59.68520546059876
65,45.78397943312098,61.61069291470949,51.21197523761894,58.97402753484602,55.84131609244497,69.13686763534,75.83191817792546,46.82889507166588
66,62.337674347696904,63.91963223076452,63.976432523605865,65.99304589674283,67.79542860132095,43.148435438604764,59.16174313225246,57.8385375915564
67,58.11617142845542,61.60486758990402,51.18355509346724,45.9085752904716,61.127967759228625,60.49962518271651,76.26543710139592,59.05880020034036
68,57.17900960082316,62.02227546928968,65.06747477703676,46.93521531549233,59.29666821508945,57.420975054105355,64.57208455732933,61.05650655441053
69,57.450862893088924,77.242182329037,62.43351473344307,50.91695080778645,51.64720600328628,64.42151437885039,64.54632608763923,45.28348597565891
70,52.28438366283835,74.48241442957249,60.730586106960466,65.6331746384569,51.43124613527495,58.792451677443374,49.57900595427873,64.39076881732893
71,67.03928238269712,58.527458758756154,56.02449203511265,58.694090305190194,55.93339812516746,53.412781899705024,68.18778651229601,57.369156760503465
72,64.84411016119292,56.8090478372024,57.892897348062384,56.10813276738947,53.60122096213568,69.33291291132258,58.1888124635555,56.89085919774129
